OID_,INSPECTION,DEVELOPMEN,DEVELOPM_1,ADDRESS,CITY,CBSA_NAME,CBSA_CODE,COUNTY_NAM,COUNTY_COD,STATE_NAME,STATE_CODE,ZIPCODE,LATITUDE,LONGITUDE,LOCATION_Q,PHA_CODE,PHA_NAME,INSPECTI_1,INSPECTI_2,NEAR_FID,NEAR_DIST
1412,658977,NY005010740,SEN. ROBERT F. WAGNER SR.,20 Paladino Ave,New York,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,New York,61,NY,36,10035,40.800356999999998,-73.930762999999999,R,NY005,New York City Housing Authority,40,8/12/2019 0:00:00,704220,0.000000000000000
1413,658976,NY005010910,BAISLEY PARK,9233 170th St,Queens,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Queens,81,NY,36,11433,40.706214000000003,-73.788932000000003,R,NY005,New York City Housing Authority,60,7/15/2019 0:00:00,704214,0.040618003296100
1414,658975,NY005000370,RALPH J. RANGEL,159-44 Harlem River Dr,New York,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,New York,61,NY,36,10039,40.833061999999998,-73.935467000000003,4,NY005,New York City Housing Authority,69,7/15/2019 0:00:00,704218,0.000000000000000
1415,658973,NY005000200,LINCOLN,60 E 135th St,New York,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,New York,61,NY,36,10037,40.811774999999997,-73.935990000000004,R,NY005,New York City Housing Authority,51,7/15/2019 0:00:00,704175,0.000400483337261
1416,658972,NY005000550,REDFERN,1302 Redfern Ave,Queens,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Queens,81,NY,36,11691,40.611668999999999,-73.747580999999997,R,NY005,New York City Housing Authority,17,7/15/2019 0:00:00,256792,0.000338947015096
1417,658525,AK001000277,JUNEAU,895 W 12th St,Juneau,"Juneau, AK Micropolitan Statistical Area",27940,Juneau,110,AK,2,99801,58.302311000000003,-134.424990000000008,R,AK001,Alaska Housing Finance Corporation,68,10/8/2019 0:00:00,551178,0.001112513819970
1418,658524,AK001000275,FAIRBANKS,401 7th Ave,Fairbanks,"Fairbanks, AK Metropolitan Statistical Area",21820,Fairbanks North Star,90,AK,2,99701,64.840858999999995,-147.714619999999996,R,AK001,Alaska Housing Finance Corporation,67,10/2/2019 0:00:00,551467,0.005493992751920
1419,658523,AK001000257,Bethel,1011 RIDGECREST,Bethel, ,99999,Bethel,50,AK,2,99559,60.807499999999997,-161.815400000000011,T,AK001,Alaska Housing Finance Corporation,83,10/22/2019 0:00:00,549588,0.012283206070000
1420,658522,AK001000271,ANCHORAGE SOUTH,801 Karluk St,Anchorage,"Anchorage, AK Metropolitan Statistical Area",11260,Anchorage,20,AK,2,99501,61.214170000000003,-149.862516999999997,R,AK001,Alaska Housing Finance Corporation,84,10/11/2019 0:00:00,559023,0.008427604705870
1421,658521,AK001000244,Wasilla,1201 S Century Cir,Wasilla,"Anchorage, AK Metropolitan Statistical Area",11260,Matanuska-Susitna,170,AK,2,99654,61.569367999999997,-149.448607000000010,R,AK001,Alaska Housing Finance Corporation,88,10/3/2019 0:00:00,550302,0.080811834348000
1422,658480,NY005013080,CLAREMONT GROUP IV,1020 College Ave,Bronx,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Bronx,5,NY,36,10456,40.829045000000001,-73.915296999999995,R,NY005,New York City Housing Authority,49,7/9/2019 0:00:00,704175,0.014376448338500
1423,658479,NY005000570,EDENWALD,1151 E 229th St,Bronx,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Bronx,5,NY,36,10466,40.885981000000001,-73.845014000000006,R,NY005,New York City Housing Authority,7,7/8/2019 0:00:00,704232,0.017276530477300
1424,658478,NY005010340,EASTCHESTER GARDENS,3033 Middletown Rd,Bronx,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Bronx,5,NY,36,10461,40.844389000000000,-73.829256000000001,R,NY005,New York City Housing Authority,7,7/9/2019 0:00:00,704090,0.007736389547500
1425,658477,NY005012800,SACK-WERN HOUSES,750 Croes Ave,Bronx,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Bronx,5,NY,36,10473,40.819546000000003,-73.868118999999993,R,NY005,New York City Housing Authority,28,7/8/2019 0:00:00,703960,0.005555461698570
1426,658476,NY005010320,BRONX RIVER & ADDITION,1350 Manor Ave,Bronx,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Bronx,5,NY,36,10472,40.832661000000002,-73.877055999999996,R,NY005,New York City Housing Authority,17,7/8/2019 0:00:00,703960,0.004134963536790
1427,658475,NY005000790,RED HOOK II,82 Dwight St,Brooklyn,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Kings,47,NY,36,11231,40.676288000000000,-74.009020000000007,R,NY005,New York City Housing Authority,53,7/9/2019 0:00:00,704224,0.000000000000000
1428,658474,NY005000480,RAVENSWOOD,3550 21st St,Queens,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Queens,81,NY,36,11106,40.760421999999998,-73.936544999999995,R,NY005,New York City Housing Authority,20,7/8/2019 0:00:00,704211,0.005984441088670
1429,657220,HI001000039,KAHEKILI TERRACE,2049A Holowai Pl,Wailuku,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",27980,Maui,9,HI,15,96793,20.890592000000002,-156.504773999999998,4,HI001,Hawaii Public Housing Authority,35,6/26/2019 0:00:00,236160,0.000093995983980
1430,657205,HI001000046,COUNTY OF HAWAII,65-1189 Opelo Rd,Kamuela,"Hilo, HI Micropolitan Statistical Area",25900,Hawaii,1,HI,15,96743,20.021218000000001,-155.676704999999998,4,HI001,Hawaii Public Housing Authority,74,6/19/2019 0:00:00,680687,0.001119024683310
1431,657032,WI071000001,CREXWAY COURT,213 W Burnett Ave Apt 111,Grantsburg, ,99999,Burnett,13,WI,55,54840,45.778072999999999,-92.684296000000003,R,WI071,Grantsburg Housing Authority,71,9/13/2019 0:00:00,47696,0.001320574754240
1432,657031,WA021000001,SCATTERED SITES,804 N 1st Ave,Pasco,"Kennewick-Richland, WA Metropolitan Statistical Area",28420,Franklin,21,WA,53,99301,46.237884000000001,-119.090130000000002,R,WA021,HA City of Pasco and Franklin County,82,9/3/2019 0:00:00,94740,0.431413815037000
1433,657030,WI046000001,RICHLAND HILLS APTS,701 W Seminary St,Richland Center, ,99999,Richland,103,WI,55,53581,43.334532000000003,-90.391700000000000,R,WI046,Richland Center Housing Authority,80,8/27/2019 0:00:00,108557,0.000000000000000
1434,657028,WV039000001,Apple Tree/Timberline Apartments,301 MAPLE STREET,Sophia,"Beckley, WV Metropolitan Statistical Area",13220,Raleigh,81,WV,54,25921,37.709769000000001,-81.245721000000003,R,WV039,Housing Authority of Raleigh County,42,9/18/2019 0:00:00,61256,0.001909387001900
1435,657025,WA006000100,BAKER HEIGHTS,1338 Poplar St,Everett,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",42660,Snohomish,61,WA,53,98201,47.999772999999998,-122.194321000000002,R,WA006,HA City of Everett,74,9/24/2019 0:00:00,450469,0.009189153461050
1436,657021,WV015000001,Beckley Housing Authority,ANTONIO  AVENUE,Beckley,"Beckley, WV Metropolitan Statistical Area",13220,Raleigh,81,WV,54,25801,37.783200000000001,-81.204899999999995,T,WV015,Housing Authority of the City of Beckley,50,9/16/2019 0:00:00,61289,0.009611372217740
1437,657020,WI044000001,OKATO MANOR,407 Arbutus Ave Apt 111,Oconto,"Green Bay, WI Metropolitan Statistical Area",24580,Oconto,83,WI,55,54153,44.892204999999997,-87.867238999999998,R,WI044,Oconto Housing Authority,89,8/26/2019 0:00:00,48139,0.006022554276840
1438,657017,WA004000002,MT ANGELES VIEW MANOR,323 E 2nd St,Port Angeles,"Port Angeles, WA Micropolitan Statistical Area",38820,Clallam,9,WA,53,98362,48.116230999999999,-123.430062000000007,R,WA004,Peninsula Housing Authority,91,8/23/2019 0:00:00,301553,0.477833915696000
1439,657012,WA026000001,OTHELLO HOUSING AUTHORITY,240 N 1st Ave,Othello,"Othello, WA Micropolitan Statistical Area",36830,Adams,1,WA,53,99344,46.828639000000003,-119.173750999999996,R,WA026,Housing Authority City of Othello,95,8/29/2019 0:00:00,43359,0.321394799419000
1440,657010,WA004000001,MOUNT ANGELES VIEW,2602 S Francis St,Port Angeles,"Port Angeles, WA Micropolitan Statistical Area",38820,Clallam,9,WA,53,98362,48.103178000000000,-123.429715000000002,R,WA004,Peninsula Housing Authority,80,8/27/2019 0:00:00,301553,0.477708721898000
1441,657002,TX539000001,UNNAMED,630 W Division St,Blossom,"Paris, TX Micropolitan Statistical Area",37580,Lamar,277,TX,48,75416,33.662424999999999,-95.391178999999994,R,TX539,Housing Authority of Blossom,72,8/22/2019 0:00:00,279796,0.111905678735000
1442,657001,WA021000002,SCATTERED SITES,237 W Margaret St,Pasco,"Kennewick-Richland, WA Metropolitan Statistical Area",28420,Franklin,21,WA,53,99301,46.237696000000000,-119.091091000000006,R,WA021,HA City of Pasco and Franklin County,90,8/26/2019 0:00:00,94740,0.430744210370000
1443,657000,VT008000001,PIONEER APTS,155 Main St Apt 111,Montpelier,"Barre, VT Micropolitan Statistical Area",12740,Washington,23,VT,50,5602,44.262548000000002,-72.571209999999994,R,VT008,Montpelier Housing Authority,87,9/11/2019 0:00:00,39553,0.000000000000000
1444,656999,UT021000001,DIXIE SUN MANOR,975 N 1725 W,St George,"St. George, UT Metropolitan Statistical Area",41100,Washington,53,UT,49,84770,37.125394999999997,-113.620446999999999,R,UT021,St. George Housing Authority,85,9/27/2019 0:00:00,763133,0.000640345089068
1445,656994,TX048000001,GEORGE W. WRIGHT HOMES,PRICE CIRCLE,Paris,"Paris, TX Micropolitan Statistical Area",37580,Lamar,277,TX,48,75460,33.662204000000003,-95.528762000000000,4,TX048,Housing Authority of Paris,87,8/21/2019 0:00:00,279858,0.001507223527930
1446,656991,TX357000001,UNNAMED,N. Center St.,Buffalo, ,99999,Leon,289,TX,48,75831,31.484300000000001,-95.904899999999998,T,TX357,Housing Authority of the City of Buffalo,74,8/26/2019 0:00:00,54872,0.104540092142000
1447,656990,UT003000005,Federal Dispersed,2828 W 3150 S,West Valley City,"Salt Lake City, UT Metropolitan Statistical Area",41620,Salt Lake,35,UT,49,84119,40.703243000000001,-111.960329000000002,R,UT003,Housing Authority of the County of Salt Lake,75,8/27/2019 0:00:00,698169,0.028318946998000
1448,656989,TX538000001,UNNAMED,1101,Fabens,"El Paso, TX Metropolitan Statistical Area",21340,El Paso,141,TX,48,79838,31.529399999999999,-106.208500000000001,T,TX538,El Paso County Housing Authority,49,8/13/2019 0:00:00,219643,0.181964984095000
1449,656984,TX017000003,Scattered Sites,2801 Avenue R,Galveston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Galveston,167,TX,48,77550,29.287013000000002,-94.793852000000001,R,TX017,Housing Authority of the City of Galveston,93,9/6/2019 0:00:00,700696,0.000483629532987
1450,656983,UT003000002,Valley Fair Village,3060 W 3650 S,West Valley City,"Salt Lake City, UT Metropolitan Statistical Area",41620,Salt Lake,35,UT,49,84119,40.693106999999998,-111.965108999999998,R,UT003,Housing Authority of the County of Salt Lake,93,8/26/2019 0:00:00,698169,0.035892454815200
1451,656982,TX339000001,Clifton Housing Authority,402/404/406/408 N. Ave D,Clifton, ,99999,Bosque,35,TX,48,76634,31.782699999999998,-97.578199999999995,T,TX339,Housing Authority of Clifton,85,8/19/2019 0:00:00,38299,0.152450173351000
1452,656981,TX006000052,SAN JUAN SQUARE II,2404 S Calaveras,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78207,29.399363999999998,-98.528114000000002,R,TX006,San Antonio Housing Authority,42,9/18/2019 0:00:00,682073,0.008413472158420
1453,656979,TX469000001,ALLEN WHITE VILLAGE,501 Allen White Vlg,Navasota, ,99999,Grimes,185,TX,48,77868,30.378997999999999,-96.080945999999997,R,TX469,Housing Authority of City of Navasota,79,9/12/2019 0:00:00,90645,0.001086450637670
1454,656978,TX006000151,Converse Ranch II,8355 Crestway Rd,Converse,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78109,29.499158999999999,-98.323864999999998,4,TX006,San Antonio Housing Authority,75,8/30/2019 0:00:00,682151,0.005841156072620
1455,656976,TX019000006,Elia G Santos,2350 Daisy E Diaz Dr Apt 449,Eagle Pass,"Eagle Pass, TX Micropolitan Statistical Area",20580,Maverick,323,TX,48,78852,28.739170999999999,-100.498687000000004,R,TX019,Eagle Pass Housing Authority,76,8/29/2019 0:00:00,38745,0.004222670594940
1456,656975,UT002000001,OGDEN,610 Lincoln Ave,Ogden,"Ogden-Clearfield, UT Metropolitan Statistical Area",36260,Weber,57,UT,49,84404,41.252806000000000,-111.975125000000006,R,UT002,Housing Authority of the City of Ogden,83,9/13/2019 0:00:00,606482,0.017940902884400
1457,656974,TX017000002,GULF BREEZE,1211 21st St Apt 211,Galveston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Galveston,167,TX,48,77550,29.298459999999999,-94.789120999999994,R,TX017,Housing Authority of the City of Galveston,84,9/5/2019 0:00:00,700694,0.000000000000000
1458,656973,TX262000001,HICKORY STREET APARTMENTS,425 E Church St,Tenaha, ,99999,Shelby,419,TX,48,75974,31.944921999999998,-94.238596000000001,R,TX262,Housing Authority of Tenaha,60,8/28/2019 0:00:00,7151,0.217531385765000
1459,656972,TX101000001,AVINGER,100 Project Street #101 & #102,Avinger, ,99999,Cass,67,TX,48,75630,32.899039000000002,-94.548181999999997,R,TX101,Housing Authority of Avinger,92,8/22/2019 0:00:00,130955,0.371919138216000
1460,656971,TX006000150,MIDCROWN PAVILION,5414 Midcrown Dr,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78218,29.494378999999999,-98.384155000000007,R,TX006,San Antonio Housing Authority,64,9/13/2019 0:00:00,681524,0.000948555343487
1461,656970,TX006000051,HemisView Village,401 Santos St,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78210,29.414373999999999,-98.482602000000000,R,TX006,San Antonio Housing Authority,19,7/30/2019 0:00:00,682181,0.006927476500310
1462,656968,TX383000001,CEDAR HILLS,700 S Broadway St,San Augustine, ,99999,San Augustine,405,TX,48,75972,31.521704000000000,-94.120133999999993,R,TX383,Housing Authority of San Augustine,67,8/27/2019 0:00:00,7151,0.423043233277000
1463,656966,TX006000149,Converse Ranch,8355 Crestway Rd,Converse,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78109,29.499158999999999,-98.323864999999998,4,TX006,San Antonio Housing Authority,88,8/30/2019 0:00:00,682151,0.005841156072620
1464,656964,TX016000003,VILLA  HERMOSA,423 Airport Blvd,Del Rio,"Del Rio, TX Micropolitan Statistical Area",19620,Val Verde,465,TX,48,78840,29.371134000000001,-100.916399999999996,R,TX016,Del Rio Housing Authority,53,8/26/2019 0:00:00,38484,0.008263891347160
1465,656963,TX019000004,EL CENTENARIO,2095 E Main St Apt 411,Eagle Pass,"Eagle Pass, TX Micropolitan Statistical Area",20580,Maverick,323,TX,48,78852,28.708959000000000,-100.486558000000002,R,TX019,Eagle Pass Housing Authority,51,8/28/2019 0:00:00,38980,0.007468742002110
1466,656961,TX381000001,NORTHWEST HILLS APTS,902 E Eblin St,La Grange, ,99999,Fayette,149,TX,48,78945,29.906634000000000,-96.862752000000000,R,TX381,La Grange Housing Authority,83,9/12/2019 0:00:00,37997,0.007587223509200
1467,656960,TX006000038,Alhambra Apartments,7130 New Laredo Hwy,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78211,29.357292000000001,-98.560399000000004,R,TX006,San Antonio Housing Authority,63,8/1/2019 0:00:00,682197,0.010778681662700
1468,656958,TX006000032,Refugio St. Apartments,300 Labor St,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78210,29.414169000000001,-98.483931999999996,R,TX006,San Antonio Housing Authority,54,9/12/2019 0:00:00,682181,0.006720488283520
1469,656957,TX006000027,F FUREY/C ANDREWS/PIN OAK II,4060 Medical Dr Apt 101,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78229,29.517979000000000,-98.562263000000002,R,TX006,San Antonio Housing Authority,82,9/16/2019 0:00:00,682289,0.006378353164020
1470,656953,TX006000031,Springview,210 S Grimes,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78203,29.418403999999999,-98.449730000000002,R,TX006,San Antonio Housing Authority,91,9/17/2019 0:00:00,681834,0.011280060076900
1471,656952,TX015000001,PATRICK APTS,208 Patrick St,Waxahachie,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",19100,Ellis,139,TX,48,75165,32.393960000000000,-96.855444000000006,R,TX015,Housing Authority of Waxahachie,88,8/22/2019 0:00:00,443555,0.004799491179620
1472,656951,TX006000055,Gardens at San Juan Square,2003 S Zarzamora St,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78207,29.405017000000001,-98.530123000000003,R,TX006,San Antonio Housing Authority,50,9/17/2019 0:00:00,682073,0.004104791607780
1473,656949,TX019000002,Los Angeles/Barrerra Heights,1751 Mesa Dr Apt 426,Eagle Pass,"Eagle Pass, TX Micropolitan Statistical Area",20580,Maverick,323,TX,48,78852,28.698173000000001,-100.493556999999996,R,TX019,Eagle Pass Housing Authority,66,8/27/2019 0:00:00,38988,0.003541792619980
1474,656948,TX006000037,SAN JUAN SQUARE I,1938 S Zarzamora St,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78207,29.405950000000001,-98.529617000000002,R,TX006,San Antonio Housing Authority,54,7/30/2019 0:00:00,682073,0.004662515022380
1475,656947,TX006000024,HIGH VIEW APTS/W SINKIN,1351 Rigsby Ave,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78210,29.398346000000000,-98.446634000000003,R,TX006,San Antonio Housing Authority,83,9/20/2019 0:00:00,682330,0.013501522719000
1476,656942,TX006000011,SUN PARK LANE/FRANK HORNSBY,4523 Lavender Ln,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78220,29.417676000000000,-98.404262000000003,R,TX006,San Antonio Housing Authority,88,9/16/2019 0:00:00,681874,0.009520784476980
1477,656941,TX006000035,W.C. WHITE,618 N Hackberry St,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78202,29.427121000000000,-98.473068999999995,R,TX006,San Antonio Housing Authority,93,9/12/2019 0:00:00,682177,0.011774008183000
1478,656940,TX006000053,Sutton Oaks,2818 IH 35 North,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78208,29.441199999999998,-98.469600000000000,T,TX006,San Antonio Housing Authority,60,9/16/2019 0:00:00,681986,0.008235683045350
1479,656939,TX006000030,MIRASOL/CTK/RANGEL,4502 W Martin St Apt 301,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78237,29.433582999999999,-98.544759999999997,R,TX006,San Antonio Housing Authority,82,9/18/2019 0:00:00,682339,0.000572151874247
1480,656936,TX006000018,CHATHAM APTS.,6405 S Flores St,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78214,29.361567000000001,-98.493216000000004,R,TX006,San Antonio Housing Authority,93,9/13/2019 0:00:00,682168,0.006886332386120
1481,656935,TN071000001,HARTSVILLE HSG AUTH,306 W Main St Apt A,Hartsville,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",34980,Trousdale,169,TN,47,37074,36.392755999999999,-86.171898999999996,R,TN071,Hartsville Housing Authority,83,8/15/2019 0:00:00,129273,0.001925921868170
1482,656934,TN001000077,CLEABORN POINTE AT HERITAGE LANDING IV,404 Cynthia Pl,Memphis,"Memphis, TN-MS-AR Metropolitan Statistical Area",32820,Shelby,157,TN,47,38126,35.133370999999997,-90.040577999999996,R,TN001,Memphis Housing Authority,83,8/30/2019 0:00:00,703399,0.018963593772800
1483,656932,TX006000028,LILA COCKRELL/SOUTH SAN,3500 Pleasanton Rd,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,29,TX,48,78221,29.344660999999999,-98.503685000000004,R,TX006,San Antonio Housing Authority,81,9/17/2019 0:00:00,682098,0.009534134025030
