"","DEVELOPMENT_ID","DEVELOPMENT_NAME","CBSA_CODE","COUNTY_NAME","COUNTY_CODE","STATE_NAME.x","STATE_CODE","ZIPCODE","LATITUDE","LONGITUDE","PHA_CODE","INSPECTION_SCORE","year","TRACT_2010","TRACT_2020","BLOCK_2010","BLOCK_2020","tract","block","block_group","FloodDistM","in_floodplain","age_c","total_pop_c","total_white_c","total_black_c","total_hispanic_c","poverty_c","income_c","public_assistance_c","owner_c","renter_c","vehicles_c","prop_value_c"
"19299","NC004000005","RICHARD GREEN",28820,"Lenoir",107,"NC",37,28501,35.25654,-77.573711,"NC004",91,2014,37107010300,37107010300,371070103001001,371070103001002,37107010300,371070103001001,371070103001,46399.40504,0,24.2,1757,16,1655,0,443,10225,759,100,659,759,28100
"19300","NC078000001","PLUMBLEE COURT",99999,"Washington",187,"NC",37,27962,35.864895,-76.755834,"NC078",85,2014,37187950200,37187950201,371879502003026,371879502013004,37187950200,371879502003026,371879502003,50186.12039,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19301","NC003000056","Steele Creek",16740,"Mecklenburg",119,"NC",37,28203,35.1995,-80.8479,"NC003",86,2014,37119003400,37119003402,371190034002011,371190034022011,37119003400,371190034002011,371190034002,14089.72938,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19302","NC003000037","McAden Park",16740,"Mecklenburg",119,"NC",37,28205,35.229154,-80.821053,"NC003",87,2014,37119000800,37119000800,371190008001032,371190008001021,37119000800,371190008001032,371190008001,16797.46781,0,27.2,2423,191,2040,126,616,22188,871,199,672,871,95300
"19303","NC081000001","Asheboro Housing",24660,"Randolph",151,"NC",37,27203,35.703628,-79.818976,"NC081",94,2014,37151030100,37151030100,371510301001008,371510301001012,37151030100,371510301001008,371510301001,22765.33396,0,33.3,4805,2893,618,1110,1063,29612,1933,677,1256,1933,111800
"19304","NC017000001","PINEHURST HOMES",40580,"Edgecombe",65,"NC",37,27886,35.9173,-77.5549,"NC017",95,2014,37065021100,37065021100,370650211002000,370650211002000,37065021100,370650211002000,370650211002,13701.06985,0,38.4,3972,1564,1468,940,956,34544,1493,987,506,1493,91000
"19305","NC068000001","NEW EDENTON HOUSING AUTHORITY",99999,"Chowan",41,"NC",37,27932,36.068882,-76.601281,"NC068",96,2014,37041930101,37041930101,370419301014026,370419301014023,37041930101,370419301014026,370419301014,56269.50195,0,43.3,5365,2587,2703,60,1380,25747,2219,1051,1168,2219,146200
"19306","NC003000064","Strawn Apartments II",16740,"Mecklenburg",119,"NC",37,28203,35.215679,-80.850988,"NC003",84,2014,37119000400,37119000401,371190004002001,371190004011001,37119000400,371190004002001,371190004002,13955.18797,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19307","NC002000025","BERKSHIRE",39580,"Wake",183,"NC",37,27616,35.887295,-78.556682,"NC002",98,2014,37183054014,37183054022,371830540142004,371830540221002,37183054014,371830540142004,371830540142,28008.50275,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19308","NC003000065","Parktowne Terrace II",16740,"Mecklenburg",119,"NC",37,28209,35.151714,-80.843265,"NC003",84,2014,37119003102,37119003102,371190031021024,371190031021010,37119003102,371190031021024,371190031021,14642.04098,0,31.9,4569,2453,342,1124,874,44705,1975,1058,917,1975,234400
"19309","NC003000010","Arbor Glen I",16740,"Mecklenburg",119,"NC",37,28208,35.20841,-80.895799,"NC003",92,2014,37119003902,37119003902,371190039022009,371190039022009,37119003902,371190039022009,371190039022,9882.520033,0,31.5,5064,50,4330,75,1151,26220,1688,555,1133,1688,78100
"19310","NC003000055","Moore Place",16740,"Mecklenburg",119,"NC",37,28206,35.252196,-80.828356,"NC003",97,2014,37119005100,37119005100,371190051002011,371190051002010,37119005100,371190051002011,371190051002,14728.8792,0,36.9,2506,82,2184,15,485,20571,937,378,559,937,72000
"19311","NC003000048","MCALPINE TERRACE",16740,"Mecklenburg",119,"NC",37,28211,35.152675,-80.75511,"NC003",80,2014,37119002003,37119002007,371190020035000,371190020072002,37119002003,371190020035000,371190020035,22520.3157,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19312","NC003000041","SOUTH OAK CROSSING",16740,"Mecklenburg",119,"NC",37,28217,35.140934,-80.880468,"NC003",92,2014,37119005824,37119005824,371190058241000,371190058241001,37119005824,371190058241000,371190058241,11465.78102,0,27.8,3380,383,1530,1255,768,42238,977,328,649,977,117100
"19313","NC003000049","GLEN COVE",16740,"Mecklenburg",119,"NC",37,28211,35.152903,-80.755256,"NC003",88,2014,37119002003,37119002007,371190020035000,371190020072002,37119002003,371190020035000,371190020035,22504.46544,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19314","NC002000038","SCATTERED SITE",39580,"Wake",183,"NC",37,27610,35.756749,-78.545643,"NC002",98,2014,37183052806,37183052811,371830528063002,371830528114002,37183052806,371830528063002,371830528063,26467.47461,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19315","NC003000044","940 BREVARD",16740,"Mecklenburg",119,"NC",37,28206,35.231622,-80.829749,"NC003",96,2014,37119000600,37119000600,371190006002003,371190006001003,37119000600,371190006002003,371190006002,16063.03503,0,30.6,2522,1390,978,96,377,59028,1446,325,1121,1446,229900
"19316","NC003000031","Rivermere",16740,"Mecklenburg",119,"NC",37,28216,35.32524,-80.949906,"NC003",96,2014,37119006103,37119006103,371190061031059,371190061031035,37119006103,371190061031059,371190061031,2676.125158,0,39.2,3622,2171,1053,175,1005,61993,1428,1016,412,1428,323200
"19317","NC003000003","SOUTHSIDE HOMES",16740,"Mecklenburg",119,"NC",37,28203,35.206207,-80.876707,"NC003",83,2014,37119003700,37119003702,371190037002004,371190037022004,37119003700,371190037002004,371190037002,11606.90175,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19318","NC003000057","Woodlawn House Apartments",16740,"Mecklenburg",119,"NC",37,28209,35.17245,-80.854489,"NC003",83,2014,37119003204,37119003204,371190032042006,371190032042006,37119003204,371190032042006,371190032042,13389.61824,0,38.2,3236,2673,257,8,724,77689,1526,1011,515,1526,278200
"19319","NC011003015","RAY WARREN HOMES",24660,"Guilford",81,"NC",37,27406,36.0239,-79.7897,"NC011",81,2014,37081012804,37081012804,370810128041038,370810128041014,37081012804,370810128041038,370810128041,22872.79921,0,35.5,3924,251,3208,296,962,40516,1610,814,796,1610,115300
"19320","NC011016070","APPLEWOOD",24660,"Guilford",81,"NC",37,27410,36.124661,-79.843909,"NC011",97,2014,37081015705,37081015705,370810157053020,370810157053016,37081015705,370810157053020,370810157053,14109.00255,0,35.5,3146,2277,691,46,669,34322,1902,530,1372,1902,117100
"19321","NC011035120","WINDHILL COURT APARTMENTS",24660,"Guilford",81,"NC",37,27405,36.121194,-79.743565,"NC011",99,2014,37081015402,37081015402,370810154023001,370810154023001,37081015402,370810154023001,370810154023,14461.61566,0,29.3,8651,2889,2983,1743,2105,31087,2778,1729,1049,2778,119200
"19322","NC016000006","PROJECT UNNAMED",16740,"Rowan",159,"NC",37,28144,35.661295,-80.46446,"NC016",93,2014,37159050201,37159050201,371590502011043,371590502011040,37159050201,371590502011043,371590502011,8118.675149,0,40.6,4000,2255,1474,117,959,33939,1656,933,723,1656,131900
"19323","NC045000010","BAKER/FBC APARTMENTS",11700,"Madison",115,"NC",37,28743,35.905804,-82.842329,"NC045",99,2014,37115010200,37115010200,371150102001012,371150102001012,37115010200,371150102001012,371150102001,75.04285734,0,50.8,2263,2160,1,93,598,23627,1026,709,317,1026,118400
"19324","NC016000007","PROJECT UNNAMED",16740,"Rowan",159,"NC",37,28144,35.663933,-80.453006,"NC016",85,2014,37159050201,37159050201,371590502011006,371590502011006,37159050201,371590502011006,371590502011,7407.389379,0,40.6,4000,2255,1474,117,959,33939,1656,933,723,1656,131900
"19325","NC011018080","SILVER BRIAR",24660,"Guilford",81,"NC",37,27410,36.070799,-79.870178,"NC011",86,2014,37081016103,37081016103,370810161032006,370810161031012,37081016103,370810161032006,370810161032,17486.92346,0,32.3,5139,2660,1618,501,1285,45057,2404,958,1446,2404,129900
"19326","NC016000008","PROJECT UNNAMED",16740,"Rowan",159,"NC",37,28144,35.678895,-80.444694,"NC016",94,2014,37159050800,37159050800,371590508002010,371590508002001,37159050800,371590508002010,371590508002,5573.846279,0,39.1,2752,758,1843,147,673,21439,1043,503,540,1043,106100
"19327","NC024000001","West End",16740,"Iredell",97,"NC",37,28115,35.579874,-80.797935,"NC024",96,2014,37097061502,37097061502,370970615021029,370970615021035,37097061502,370970615021029,370970615021,12239.6449,0,40.3,3916,3387,26,98,999,69018,1249,1054,195,1249,196400
"19328","NC058000010","MARS HILL HA UNITS",11700,"Madison",115,"NC",37,28754,35.831605,-82.543389,"NC058",93,2014,37115010600,37115010602,371150106002044,371150106022028,37115010600,371150106002044,371150106002,403.1004482,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19329","NC118000002","GASTON PROJECT",40260,"Northampton",131,"NC",37,27832,36.508694,-77.649424,"NC118",92,2014,37131920401,37131920401,371319204012026,371319204012020,37131920401,371319204012026,371319204012,1243.596037,0,42.9,3956,1177,2463,233,966,28680,1623,1185,438,1623,45900
"19330","NC021000001","WAKE CO HA",39580,"Wake",183,"NC",37,27529,35.72233,-78.611469,"NC021",90,2014,37183052803,37183052815,371830528031003,371830528151001,37183052803,371830528031003,371830528031,32818.04742,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19331","NC015000400","WEST HAVEN APARTMENTS",24140,"Wayne",191,"NC",37,27530,35.388407,-78.005336,"NC015",96,2014,37191001800,37191001800,371910018001068,371910018001037,37191001800,371910018001068,371910018001,26404.08274,0,31.1,2526,651,1756,72,548,16705,995,266,729,995,42100
"19332","NC011030095","PARKVIEW APARTMENTS",24660,"Guilford",81,"NC",37,27401,36.070095,-79.753519,"NC011",97,2014,37081011101,37081011101,370810111011014,370810111014005,37081011101,370810111011014,370810111011,20050.95311,0,28.9,4475,277,3894,190,1099,23021,1848,574,1274,1848,98000
"19333","NC098000001","WOMACK COURT APARTMENTS",24660,"Rockingham",157,"NC",37,27320,36.351177,-79.681168,"NC098",95,2014,37157041500,37157041502,371570415001001,371570415021001,37157041500,371570415001001,371570415001,341.7601802,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19334","NC011010045","WOODBERRY,BAYLOR",24660,"Guilford",81,"NC",37,27405,36.128791,-79.801257,"NC011",90,2014,37081012703,37081012703,370810127031004,370810127031005,37081012703,370810127031004,370810127031,13480.88054,0,44.5,4824,2538,1759,166,1260,44456,2203,1077,1126,2203,359200
"19335","NC021000003","MASSEY APARTMENTS",39580,"Wake",183,"NC",37,27587,35.978885,-78.501367,"NC021",91,2014,37183054205,37183054224,371830542051003,371830542242007,37183054205,371830542051003,371830542051,27617.54635,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19336","NC011031110","Windhill Apartments",24660,"Guilford",81,"NC",37,27405,36.121242,-79.743378,"NC011",97,2014,37081015402,37081015402,370810154023001,370810154023001,37081015402,370810154023001,370810154023,14458.70564,0,29.3,8651,2889,2983,1743,2105,31087,2778,1729,1049,2778,119200
"19337","NC040000001","PROJECT UNNAMED",39580,"Johnston",101,"NC",37,27577,35.513562,-78.32336,"NC040",96,2014,37101040700,37101040700,371010407002022,371010407002039,37101040700,371010407002022,371010407002,23610.49475,0,48.4,3399,1950,912,218,733,37608,1241,729,512,1241,154400
"19338","NC011032105","THE VILLAS AT WILLOW OAKS",24660,"Guilford",81,"NC",37,27401,36.06595,-79.764465,"NC011",99,2014,37081011101,37081011101,370810111012027,370810111012013,37081011101,370810111012027,370810111012,20448.3573,0,28.9,4475,277,3894,190,1099,23021,1848,574,1274,1848,98000
"19339","NC085000001","Ahoskie Housing Units",99999,"Hertford",91,"NC",37,27910,36.271903,-76.983049,"NC085",89,2014,37091950401,37091950401,370919504013023,370919504013008,37091950401,370919504013023,370919504013,18274.66496,0,39.3,3340,1556,1540,20,804,32411,1257,780,477,1257,102900
"19340","NC011033110","Townhomes at Willow Oaks",24660,"Guilford",81,"NC",37,27401,36.066069,-79.760743,"NC011",97,2014,37081011101,37081011101,370810111012026,370810111012015,37081011101,370810111012026,370810111012,20451.91022,0,28.9,4475,277,3894,190,1099,23021,1848,574,1274,1848,98000
"19341","NC063000001","THE NEW RANDLEMAN HOUSING AUTHORITY",24660,"Randolph",151,"NC",37,27317,35.809365,-79.806209,"NC063",97,2014,37151031400,37151031401,371510314002046,371510314012047,37151031400,371510314002046,371510314002,22107.22381,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19342","NC075000001","AMHURST GARDENS/ELIZABETH HEIGHTS",10620,"Stanly",167,"NC",37,28001,35.34744,-80.174727,"NC075",82,2014,37167931201,37167931203,371679312014015,371679312031015,37167931201,371679312014015,371679312014,16825.9189,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19343","NC001000018","Scattered Sites",48900,"New Hanover",129,"NC",37,28401,34.222697,-77.937526,"NC001",98,2014,37129011100,37129011100,371290111002042,371290111002046,37129011100,371290111002042,371290111002,108702.544,0,41.7,2519,147,2289,7,566,16583,1288,296,992,1288,103000
"19344","NC012000035","PROVIDENCE PLACE FAMILY APTS.",49180,"Forsyth",67,"NC",37,27127,36.079523,-80.236273,"NC012",94,2014,37067000802,37067000802,370670008022009,370670008022010,37067000802,370670008022009,370670008022,9982.66324,0,20.6,2418,652,1068,644,407,12394,626,101,525,626,65000
"19345","NC012000036","WILLOWS PEAK",49180,"Forsyth",67,"NC",37,27127,36.081234,-80.232043,"NC012",90,2014,37067000802,37067000802,370670008021000,370670008021002,37067000802,370670008021000,370670008021,9924.687829,0,20.6,2418,652,1068,644,407,12394,626,101,525,626,65000
"19346","NC012000030","AZALEA TERRACE",49180,"Forsyth",67,"NC",37,27105,36.112074,-80.246981,"NC012",99,2014,37067000301,37067000301,370670003011028,370670003012008,37067000301,370670003011028,370670003011,13270.39315,0,37.8,2000,47,1860,80,452,15558,841,147,694,841,82800
"19347","NC012000006","CLEVELAND AVENUE HOMES",49180,"Forsyth",67,"NC",37,27105,36.113967,-80.230839,"NC012",89,2014,37067000500,37067000500,370670005002011,370670005002011,37067000500,370670005002011,370670005002,12505.89298,0,26.6,2592,97,2188,307,633,13857,993,247,746,993,79800
"19348","NC012000037","The Oaks at Tenth",49180,"Forsyth",67,"NC",37,27101,36.107493,-80.230751,"NC012",99,2014,37067000600,37067000600,370670006001017,370670006001018,37067000600,370670006001017,370670006001,11931.93253,0,39.6,2211,14,1959,222,445,14278,1002,167,835,1002,90500
"19349","NC012000031","ASTER PARK",49180,"Forsyth",67,"NC",37,27105,36.113083,-80.246987,"NC012",98,2014,37067000301,37067000301,370670003011027,370670003012007,37067000301,370670003011027,370670003011,13353.91325,0,37.8,2000,47,1860,80,452,15558,841,147,694,841,82800
"19350","NC012000008","SUNRISE TOWERS",49180,"Forsyth",67,"NC",37,27101,36.104104,-80.229944,"NC012",87,2014,37067000600,37067000600,370670006001023,370670006001024,37067000600,370670006001023,370670006001,11594.22459,0,39.6,2211,14,1959,222,445,14278,1002,167,835,1002,90500
"19351","NC012000032","ARBOR OAKS, PHASE III B",49180,"Forsyth",67,"NC",37,27105,36.116413,-80.247506,"NC012",94,2014,37067000400,37067000400,370670004003022,370670004003020,37067000400,370670004003022,370670004003,13662.05955,0,25.6,3793,39,2834,758,777,28750,1086,475,611,1086,70200
"19352","NC012000021","TOWN VIEW APARTMENTS",49180,"Forsyth",67,"NC",37,27105,36.11241,-80.250939,"NC012",96,2014,37067000301,37067000301,370670003011008,370670003011000,37067000301,370670003011008,370670003011,13539.839,0,37.8,2000,47,1860,80,452,15558,841,147,694,841,82800
"19353","NC012000034","ALDER'S POINT SENIOR APARTMENTS",49180,"Forsyth",67,"NC",37,27127,36.080053,-80.237649,"NC012",97,2014,37067000802,37067000802,370670008022005,370670008022006,37067000802,370670008022005,370670008022,10082.19029,0,20.6,2418,652,1068,644,407,12394,626,101,525,626,65000
"19354","NC009000005","PROJECT UNNAMED",22180,"Cumberland",51,"NC",37,28348,34.997771,-78.921986,"NC009",92,2015,37051001603,37051001603,370510016031021,370510016032011,37051001603,370510016031021,370510016031,10922.93504,0,30.4,4034,2236,1174,300,981,34896,1475,880,595,1475,109200
"19355","NC010000005","MANTEO CIRCLE",35100,"Craven",49,"NC",37,28532,34.879138,-76.896962,"NC010",98,2015,37049961302,37049961302,370499613023001,370499613023002,37049961302,370499613023001,370499613023,118866.5351,0,25.5,5393,2938,1359,736,1234,49507,2021,855,1166,2021,138000
"19356","NC022000012","KEARNEY PARK",24780,"Pitt",147,"NC",37,27834,35.60327,-77.381358,"NC022",88,2015,37147000702,37147000702,371470007023013,371470007023024,37147000702,371470007023013,371470007023,43468.64806,0,33.2,2972,183,2689,100,669,20015,1001,328,673,1001,78400
"19357","NC009000024","Campbell Terrace Ph II (Oak Run Ph II)",22180,"Cumberland",51,"NC",37,28301,35.04446,-78.870208,"NC009",99,2015,37051000200,37051000200,370510002002006,370510002002019,37051000200,370510002002006,370510002002,17274.11252,0,28.1,2109,297,1679,62,508,14655,962,270,692,962,72600
"19358","NC010000006","BROOKSIDE MANOR",24140,"Wayne",191,"NC",37,27530,35.352744,-77.984493,"NC010",91,2015,37191001400,37191001402,371910014005010,371910014022006,37191001400,371910014005010,371910014005,29268.98501,0,35.5509803921569,3800.88235294118,1396.55555555556,1786.84967320261,401.986928104575,868.692810457516,28999.2549019608,1457.98692810458,645.346405228758,812.640522875817,1457.98692810458,113899.333333333
