"","TRACTFIPS","RISK_RATNG","SOVI_RATNG","RESL_RATNG","CFLD_RISKR","HWAV_RISKR","HRCN_RISKR","RFLD_RISKR","WFIR_RISKR"
"18855","12123950300","Relatively Moderate","Relatively Moderate","Relatively Low","Very Low","No Rating","Relatively High","Relatively High","Relatively High"
"18856","12101032012","Relatively Low","Relatively Low","Relatively Moderate","No Rating","No Rating","Very Low","Relatively Moderate","Relatively Moderate"
"18857","12101032104","Relatively Low","Relatively Low","Relatively Moderate","No Rating","No Rating","Relatively Low","Relatively Moderate","Relatively Moderate"
"18858","12101032106","Relatively Low","Relatively Low","Relatively Moderate","No Rating","No Rating","Relatively Low","Relatively Moderate","Relatively Moderate"
"18859","12099980000","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"18860","12111381401","Relatively Moderate","Relatively High","Relatively Moderate","Relatively Low","No Rating","Very High","Relatively Low","Relatively Moderate"
"18861","12111381601","Relatively Moderate","Relatively High","Relatively Moderate","Very Low","No Rating","Very High","Relatively Low","Relatively Moderate"
"18862","12101032500","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","No Rating","Relatively Low","Relatively Low","Relatively Moderate"
"18863","12111381602","Relatively Moderate","Very High","Relatively Moderate","Very Low","No Rating","Very High","Very Low","Relatively High"
"18864","12111381702","Relatively Low","Relatively High","Relatively Moderate","Relatively High","No Rating","Very High","Relatively High","Very Low"
"18865","12111381802","Relatively High","Relatively High","Relatively Moderate","Very Low","No Rating","Very High","No Rating","Very Low"
"18866","12099007912","Relatively Low","Relatively Low","Relatively Low","Very Low","No Rating","Relatively High","Very High","Relatively High"
"18867","12099008001","Very Low","Relatively Moderate","Relatively Low","Very Low","No Rating","Relatively Moderate","Very High","Very Low"
"18868","12101030202","Relatively Moderate","Relatively Moderate","Relatively Moderate","Relatively Moderate","No Rating","Relatively Low","Relatively High","Relatively Low"
"18869","12125960200","Very Low","Relatively Low","Relatively Moderate","No Rating","No Rating","Relatively Low","Relatively Moderate","Relatively High"
"18870","12127080100","Relatively Moderate","Relatively Moderate","Relatively Moderate","Relatively Moderate","No Rating","Very High","Relatively Moderate","Relatively High"
"18871","12101030301","Relatively Moderate","Relatively High","Relatively Moderate","Relatively Moderate","No Rating","Relatively Low","Relatively High","Relatively Low"
"18872","12101030404","Very Low","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","Relatively Low","Relatively High","Relatively Low"
"18873","12105012503","Relatively Moderate","Relatively High","Relatively Moderate","Not Applicable","No Rating","Relatively High","Relatively High","Relatively High"
"18874","12101030406","Relatively Moderate","Relatively High","Relatively Moderate","Relatively Low","No Rating","Relatively Low","Relatively High","No Rating"
"18875","12115001102","Relatively High","Relatively High","Relatively Low","Very Low","No Rating","Relatively Moderate","Relatively Low","Relatively Low"
"18876","12115001201","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","No Rating","Relatively High","Relatively Low","Relatively Low"
"18877","12101032109","Relatively Low","Relatively Low","Relatively Moderate","No Rating","No Rating","Very Low","Relatively Moderate","Relatively Low"
"18878","12115001202","Relatively High","Relatively High","Relatively Low","Very Low","No Rating","Relatively Moderate","Relatively Moderate","Relatively Low"
"18879","12133970200","Very Low","Relatively Moderate","Relatively Low","Very Low","Relatively Low","Relatively Moderate","Relatively High","Relatively Low"
"18880","12133970302","Very Low","Relatively Low","Relatively Low","Very Low","Relatively Low","Relatively Moderate","Relatively High","Relatively Moderate"
"18881","12101032110","Relatively Low","Relatively Low","Relatively Moderate","No Rating","No Rating","Relatively Low","Relatively Moderate","Relatively Moderate"
"18882","12101032112","Relatively Moderate","Very Low","Relatively Moderate","No Rating","No Rating","Very Low","Relatively Moderate","Relatively Low"
"18883","12101032802","Relatively Low","Relatively High","Relatively Moderate","No Rating","No Rating","Very Low","Relatively Low","Relatively Moderate"
"18884","13031110300","Very Low","Relatively Low","Relatively Low","Not Applicable","Relatively High","Relatively Low","Relatively Low","Relatively Moderate"
"18885","13135050525","Relatively Moderate","Very Low","Relatively Low","Not Applicable","No Rating","Very Low","Relatively Low","No Rating"
"18886","12111381804","Relatively Moderate","Relatively Low","Relatively Moderate","No Rating","No Rating","Very High","Very Low","Relatively Low"
"18887","12111382006","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively Moderate","No Rating","Very High","Relatively Moderate","Relatively Moderate"
"18888","13205090300","Relatively Low","Relatively Moderate","Relatively Low","Not Applicable","Relatively Low","Relatively Low","Relatively High","Very Low"
"18889","12111382008","Relatively Moderate","Relatively Moderate","Relatively Moderate","No Rating","No Rating","Very High","No Rating","No Rating"
"18890","12111382010","Relatively Moderate","Relatively High","Relatively Moderate","Relatively Moderate","No Rating","Very High","Relatively Low","Relatively Moderate"
"18891","12113010600","Relatively Moderate","Relatively Moderate","Relatively Moderate","Relatively Moderate","Relatively Moderate","Very High","Relatively Moderate","Relatively Low"
"18892","12115000405","Relatively High","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Relatively Moderate","Relatively Low","Very Low"
"18893","12101030407","Relatively Moderate","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","Very Low","Relatively Moderate","No Rating"
"18894","12101030410","Relatively Moderate","Relatively High","Relatively Moderate","Relatively Low","No Rating","Very Low","Relatively High","Very Low"
"18895","12101030411","Relatively Moderate","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","Relatively Low","Relatively High","No Rating"
"18896","12101030412","Relatively Moderate","Relatively High","Relatively Moderate","Relatively Low","No Rating","Relatively Low","Relatively High","Relatively Low"
"18897","13117130610","Relatively Moderate","Very Low","Relatively Moderate","Not Applicable","No Rating","Very Low","Relatively Low","Very Low"
"18898","13119890101","Relatively Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Very Low","Relatively Low","Relatively Low"
"18899","12115001303","Relatively Moderate","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Moderate","Relatively Moderate","Relatively Low"
"18900","13249960200","Very Low","Relatively Moderate","Relatively Low","Not Applicable","Relatively Low","Very Low","Very Low","Relatively Low"
"18901","13133950500","Very Low","Relatively Moderate","Relatively Low","Not Applicable","Relatively Moderate","Very Low","Relatively Low","Very Low"
"18902","12115001401","Relatively Moderate","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively High","Relatively Moderate","Relatively Moderate"
"18903","13147960200","Very Low","Relatively Low","Relatively Moderate","Not Applicable","No Rating","Very Low","Relatively Low","Relatively Low"
"18904","12115001505","Relatively High","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Moderate","Relatively Moderate","No Rating"
"18905","12115001704","Relatively High","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Relatively Moderate","No Rating","No Rating"
"18906","12115001801","Relatively Moderate","Relatively Moderate","Relatively Low","Relatively Moderate","No Rating","Relatively High","Relatively Moderate","Relatively Low"
"18907","12115001805","Relatively Moderate","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating"
"18908","12115001905","Very High","Relatively High","Relatively Low","Relatively Moderate","No Rating","Relatively High","Relatively Moderate","No Rating"
"18909","12115002003","Very High","Relatively High","Relatively Low","Relatively Moderate","No Rating","Relatively High","Relatively Low","No Rating"
"18910","12115002008","Relatively High","Relatively High","Relatively Low","Relatively Low","No Rating","Relatively High","No Rating","Relatively Low"
"18911","13179010502","Very Low","Relatively Low","Relatively High","Relatively Low","No Rating","Very Low","Very Low","Relatively Moderate"
"18912","13183980000","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"18913","12101032804","Relatively High","Very High","Relatively Moderate","No Rating","No Rating","Relatively Low","Relatively Moderate","Relatively Low"
"18914","12101032901","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","No Rating","Relatively Low","Relatively Moderate","Relatively Moderate"
"18915","13297110700","Relatively Low","Relatively Low","Relatively Moderate","Not Applicable","Relatively Low","Very Low","Relatively Moderate","Relatively Low"
"18916","12101033014","Relatively Low","Relatively High","Relatively Moderate","Very Low","No Rating","Relatively Low","Relatively Moderate","Relatively Moderate"
"18917","12103020106","Very Low","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Very Low","Relatively Low","Very Low"
"18918","12103020108","Relatively Low","Relatively High","Relatively Moderate","Relatively Moderate","No Rating","Relatively Low","Relatively Low","No Rating"
"18919","12103020201","Very Low","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Very Low","Very Low","No Rating"
"18920","12115000406","Relatively High","Relatively High","Relatively Low","Relatively Low","No Rating","Relatively Moderate","Relatively Low","Relatively Low"
"18921","12115000407","Relatively High","Relatively High","Relatively Low","Very Low","No Rating","Relatively Moderate","No Rating","Very Low"
"18922","12115000801","Relatively Moderate","Relatively Moderate","Relatively Low","Relatively Moderate","No Rating","Relatively High","Relatively Moderate","No Rating"
"18923","12115000802","Relatively Moderate","Relatively High","Relatively Low","Relatively High","No Rating","Relatively High","Relatively High","No Rating"
"18924","12115000900","Relatively Low","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating"
"18925","12103020207","Very Low","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","Very Low","Relatively Low","No Rating"
"18926","12103020209","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","Very Low","Very Low","No Rating"
